a	een
swimming-bath	zweminrichting
swimming-pool, swimming-bath	zwembad
swindle, botch, defraud	knoeien
swindle, defraud	frauderen
swirl	dwarrelen
swirl	kolken
swirl	warrelen
swirl	wervelen
swish, rustle	ritselen
Swiss	Zwitsers
switch, wand	spitsroede
Switzerland	Zwitserland
swoon	bewusteloos raken
swoon	bezwijmen
sword	slagzwaard
syllable	lettergreep
syllable	syllabe
symbol	symbool
symbol	zinnebeeld
symbolize	symboliseren
symmetric	symmetrisch
symmetric, regular	regelmatig
symmetry	symmetrie
sympathetic	sympathiek
sympathetic	zielsverwant
sympathetic, charming	innemend
sympathize	meevoelen
sympathy	deelneming
sympathy	medegevoel
symphonic	symfonisch
symphony	symfonie
symptom	symptoom
synagogue	jodenkerk
synagogue	synagoge
synchronous	synchronisch
syndicate, labour-union	syndicaat
syndicate, labour-union	vakbond
syndrome	syndroom
syntax	syntaxis
syntax	zinsbouw
syntax	zinsleer
Syria	Syrië
Syrian	Syrisch
syringe	injectiespuit
syrup	siroop
syrup	stroop
system	bestel
system	systeem
system, regime, régime	stelsel
systematic	systematisch
T-shirt	T-shirt
T-square	winkelhaak
tabernacle	tabernakel
table-cloth	dekservet
table-cloth	tafellaken
tablet, tabulation, table	tafel
tabulation, table, tablet	tabel
tackle	aan komen lopen
tackle, advance	aanpakken
tact	tact
tact, politics	beleid
tactic, tactics	tactiek
tadpole, tad-pole	kikkervisje
Tadzhikistan	Tadzjikistan
Tagus	Taag
Tahiti	Tahiti
tail, shadow	schaduwen
tailor	kleren maken
Taiwan	Taiwan
Taiwanese	Taiwanees
take	neem
take, accept, receive	aanvaarden
takes	neemt
talent, aptitude	gave
talented	getalenteerd
talented	talentvol
talk, speak, chatter, chat	praten
talkative	spraakzaam
tall, high, lofty	hoog
tallow, suet	kaarsvet
tallow, suet	smeer
tallow, suet	talg
tallow, suet	talk
Talmud	Talmoed
tambon	tambon
tame	africhten
tame	temmen
tampon	tampon
tan	leerlooien
tan	looien
tan	tanen
tangerine	mandarijn (vrucht)
Tangier	Tanger
tangle	verwikkeling
tangle	warnet
tango	stampen
tango	tango
tank	reservoir
tank	vergaarbak
Tantalus	Tantalus
Tanzania	Tanzania
Tanzanian	Tanzaniaans
tap, bore, broach	aanboren
tape	met een band omgeven
tape-recorder	bandrecorder
tape-recorder	magnetofoon
tapestry	wandtapijt
tapestry, wallpaper	behang
tar	teren
Tartar	Tataar
tartness	bitsheid
Tashkent, Tashkend	Tasjkent
task	klus
task	taak
taskmaster	baljuw
taskmaster	drost
taskmaster	opziener
taskmaster	surveillant
Tasmania	Tasmanië
Tasmanian	Tasmaans
taste	smaken
tasteless	smaakloos
tasteless	smakeloos
tasty	smakelijk
Tatar	Tataars
tattered	aan flarden gescheurd
tattoo	taptoe
tavern	uitspanning
tax, root, alarm	aanslaan
taxi	taxi
taxi-driver, taxidriver	taxichauffeur
tea	thee
tea-pot	theebus
tea-towel	afdroogdoek
tea-towel	bordendoek
teach, unlearn	afwennen
teacher	lerares
teacher	onderwijzeres
teacher	schooljuffrouw
team	equipe
team	ploeg
team, detachment	team
teapot	theepot
teapot	trekpot
tear	doorscheuren
tear	vaneenscheuren
tease	plagen
teaspoon	theelepeltje
teat	tiet
technical	technisch
technique, technics	techniek
technology	technologie
technology	technologie
teeth	gebit
teetotalism, abstinence	geheelonthouding
Teheran	Teheran
telegram, cablegram	telegram
telegraph	overseinen
telegraph	telegraferen
telemetry	telemetrie
telephone	opbellen
telephone	telefoneren
telephone	telefoon
telescope	sterrenkijker
telescope	telescoop
telescope, binocular	verrekijker
television	televisie
television, TV	televisie
tell, say	zeggen
temper, blend, mingle, shuffle, harden, mix	temperen
temper, harden	stalen
temperament	temperament
temperate, abstemious	bezadigd
temperate, abstemious	sober
temperate, sober, abstemious	nuchter
temperature	temperatuur
tempest, storm	storm
template, stencil, templet	sjabloon
template, templet, stencil	schablone
temple	slaap
temporarily, provisional, temporary	tijdelijk
tempt	in verzoeking brengen
temptation	temptatie
temptation	verleiding
ten	tien
ten	tien
tendency, predisposition	wilsbeschikking
tendentious, tendencious	tendentieus
tender	aanbesteding
tender	gunning
tenderness	delicaatheid
tenderness	fijnheid
tenderness	kiesheid
tennis	tennis
tenor	tenor
tenor	tenorstem
tent	huif
tent	kampeertent
tent	tent
tenth	tiende
term	term
term	vakterm
terminal	terminal
terminate	afmaken
terminate	beëindigen
terminate, obstruct, bar	afsluiten
terminology	terminologie
terminology	vakwoordenboek
termite	termiet
termite	thermiet
termite	witte mier
terrace	terras
terrain, grounds	terrein
terrestrial, earthly	aards
terrible, dreadful	schrikaanjagend
terrify, frighten	doen schrikken
terrify, frighten	schrik aanjagen
territorial	territoriaal
territory	ban
territory	grondgebied
territory	territoir
terror	schrikbewind
terror	terreur
terrorism	terrorisme
terrorist	terrorist
Terzool, Tersoal	Terzool
test	test
testament, will	uiterste wil
testament, will, league	verbond
testify, attest	getuigen
testimony	attest
testimony	certificaat
testimony	getuigenis
Teuton	Germaan
Teutonic, Germanic	Germaans
Texan	Texaan
Texas	Texas
textbook	leerboek
textbook	schoolboek
Thai	Thais
Thailand, Siam	Siam
Thailand, Siam	Thailand
Thames	Theems
thank	dank betuigen
thank	danken
thankful	dankbaar
thankful	erkentelijk
thanks	dank
thanks	dankzegging
the	aan de
the	aan het
the	de
the	hat	de	hoed
the	key	de	sleutel
the	naar de
the	pig	het	varken
the article	het artikel
the body	het lichaam
the book	het boek
the candle	de kaars
the computer	de computer
the disk	de schijf
the exit	de uitgang
the folder	de map
the force	de kracht
the idea	het idee
the job	de baan
the keyboard	het toetsenbord
the language	de taal
the list	de lijst
the map	de kaart
the meat	het vlees
the monitor	de monitor
the mouse	de muis
the music	de muziek
the news	het nieuws
the orbit	de baan
the penguin	de pinguin
the phone	de telefoon
the plane	het vliegtuig
the pole	de pool
the record	de plaat
the rope	het touw
the screen	het scherm
the shoe	de schoen
the story	het verhaal
the technology	de technologie
the telephone	de telefoon
the television	de televisie
the test	de test
the vehicle	het voertuig
the window	het venster
the windows	de vensters
the word	het woord
the work	het werk
the, it	het
theatre	schouwburg
theatre	theater
theatre, scene	toneel
theatrical	schouwburg-
theatrical	theater-
theatrical	toneel-
theft	diefstal
theft	ontvreemding
theirs	de hunne
theirs	het hunne
them	aan hun
them	aan ze
theme	apropos
theme	thema
then, surely, therefore, however, so	toch
then, therefore, so	ook weer
thence	daar ... vandaan
thence	daarvan
thence	vandaar
theologian	theoloog
theology	godgeleerdheid
theology	theologie
theorem	theorema
theory	theorie
therapy	therapie
there, yonder	daarginds
there, yonder	er
there, yonder	ginds
there, yonder, because	daar
thereafter	daarop
thereafter	vervolgens
therefore, consequently, so, then	dus
therefore, then, so	ergo
thermometer	thermometer
thermometer	warmtemeter
thermos	thermosfles
thermostat	thermostaat
these, this	dit hier
thesis, essay	dissertatie
thesis, essay	proefschrift
they	hen
they, silk, she	zij
they, them, she	ze
thick, concentrated, dense	gebonden
thick, greasy, dense, concentrated, corpulent, fat	dik
thicken	verdikken
thickness	dikte
thickness	lijvigheid
thief	dief
thief	steler
thigh	bovenbeen
thigh	dij
thimble	vingerhoed
thimble	vingerhoedje
thing	voorwerp
thingamajig, whatchamacallit	dinges
things, stuff	dingen
think, opine, esteem	achten
third	derde
thirst	dorst
thirsty	dorstig
thirteen	dertien
thirty	dertig
this, these	dit
thither	daarheen
thorn	doorn
thoroughgoing	diepgaand
thoroughgoing, thoroughly, radically, radical	grondig
thoroughly, radically, radical	radicaal
those	datgene
those	zulks
thou	jij
though, although	alhoewel
though, although	ofschoon
thought, opinion	gedachte
thousand	duizend
Thracia, Thrace	Thracië
thread	garen
thread, wire	draad
threat	bedreiging
threat	dreigement
threat	dreiging
threaten, menace	bedreigen
threaten, menace	dreigen
three	drie
three	drie
thresh	afrossen
thresh	dorsen
thrifty	spaarzaam
throat	keel
throat	keelgat
throat	strot
throb, pulsate	pulseren
throb, strike, hit, pulsate, knock	kloppen
throne	troon
through	door
throughout	dwars door
throw	keilen
throw	uitspelen
throw	werpen
throw, toss	gooien
thrust	douwen
thrust	duwen
thrust	stoten
thumb	duim
thunder	donderen
thunder, roar	daveren
Thursday	donderdag
thus	als volgt
Tiber	Tiber
Tiberius	Tiberius
Tibet	Tibet
Tibetan	Tibetaans
tic, twich	trekking
tick	teek
ticket, coupon, note	kaartje
ticket, note	plaatsbewijs
ticket-window	loket
tickle	kietelen
tickle, itch	kriebelen
tidbit, candy, delicacy	snoep
tidbit, candy, delicacy	snoepgoed
tide	getij
tide	tij
tidy	ordelijk
tiger	tijger
tight	nauwsluitend
tight	stipt
tight, strait, cramped, narrow	nauw
tighten	aantrekken
tighten	strakker aantrekken
tightly, strained	strak
Tigris	Tigris
tile	plavuis
tile	tegel
tile	tegelsteen
tile	tichel
till, money-box	geldkist
tilt	doen overhellen
tilt, bend, curtsy, stoop	buigen
tilt, incline	neigen
timid	benepen
timid	beschroomd
Timor	Timor
tin	blikken
tin-opener	blikopener
tin-opener	opener
tinder, punk	tondel
tinder, punk	tonder
tinder, punk, fungus	zwam
tinkle, clatter, crackle, click, jingle, rattle	kletteren
tinkle, jingle	klingelen
tiny	minuskuul
tiny	propperig
tiny, midget, dwarf	minuscuul
tip, dump	stortplaats
tipsy	roezig
tipsy, winged, wounded	aangeschoten
tired	moe
tired	vermoeid
tired, frosted, mat	mat
tiresome	vermoeiend
tiresome, apathetic	melig
tiresome, leather	taai
Titan	Titan
titanic	geweldg
titanic	titanisch
title	betitelen
title	titelen
title	tituleren
titmouse	mees
Tjonger, Kuinder	Kuinder
to	help	helpen
to	read	lezen
to	work	werken
to screen	afschermen
to see	zien
to sleep	slapen
to support	steunen
to talk	praten
to translate	vertalen
to type	typen
to write	schrijven
to, towards, until, like, before, toward, as	voor
to, upon, towards, toward, beside, by, at	aan
to-day, today	heden
toast, roast	braden
toast, roast, distil	branden
tobacco	tabak
tobacconist's	sigarenwinkel
today, to-day	vandaag
toe	teen
together	bijeen
together	ineen
together	tezamen
together, co-, fellow	samen
Togo, Togoland	Togo
toilet	privaat
toilet	secreet
toilet	toilet
toilet-paper	closetpapier
toilet-paper	toiletpapier
toilet-paper	WC-papier
token	adstructie
token, demonstration	bewijs
tolerate	dulden
tolerate	lijden
tolling	geklep
tolling	gelui
tolling	klokgelui
tomato	tomaat
tomato-soup	tomatensoep
tomorrow, morning	morgen
tone	intonatie
tone	toon
tongs	knijper
tongs, scissors	schaar
tongue	tong
tonight	vannacht
too, also	mede
too, also	ook
tool, instrument, means	werktuig
tooth	tand
tooth-brush	tandenborstel
tooth-paste	tandpasta
toothache	kiespijn
toothache	tandpijn
toothpick	tandenstoker
top, truncate	afknotten
topic	iets actueels
topical, current, present-day, up-to-date, present	actueel
topicality, topic	actualiteit
torch	fakkel
torch	flambouw
torch	toorts
torment	koeioneren
torment, pulverize	kwellen
torn	gescheurd
torpedo	torpederen
torrent, river, volley, stream	stroom
torrent, volley	bergstroom
tortoise	schildpad
torture	folteren
torture	pijnigen
torture, torment	martelen
toss	opgooien
total, overall	algeheel
total, sum, full, overall	totaal
totalitarianism	totalitarisme
totem	totem
touching	aangrijpend
touching	emotioneel
touching, mobile, moving	roerend
tour	rondreis
tour	tournee
tourism	toerisme
tourist	toerist
tournament	steekspel
tournament	toernooi
tousle	rechtop zetten
tousle, upholster	opzetten
tow	boegseren
tow	slepen
tow, migrate, wander, haul, drag, roam	trekken
toward, ill, towards, along, sick, to, bleak	naar
toward, towards, to, against	tegen
towards, by, at, beside, toward, to, bee	bij
towel	handdoek
tower	toren
towing-line	sleepkabel
towing-line	sleeptouw
towing-line	sleeptros
town	stad
town	stadje
town-hall, townhall	gemeentehuis
town-hall, townhall	raadhuis
townhall	stadhuis
toy	speelbal
toy	speeltuig
toy	stuk speelgoed
trace	afbakenen
track	voetspoor
tractability, manageability	gedweeheid
tractability, manageability	meegaandheid
tractability, manageability	volgzaamheid
tractable, manageable	handelbaar
tractor	tractor
tractor	trekker
trade	handel drijven
tradition	overlevering
tradition	traditie
traditional	traditioneel
traffic, circulation	circulatie
traffic, circulation	roulatie
tragic, tragedy	tragisch
trail	karrespoor
trail	wagenspoor
trailer	aanhangwagen
trait, appetite, feature	trek
tramping	gestamp
tramping	getrappel
tranquil	gerust
transaction	transactie
transfer	afboeken
transfer	opnemen
transform	vervormen
transgression	zonde
transistor	transistor
transistor, beetle	tor
transitive	overgankelijk
transitive	transitief
Transkei	Transkei
translate	overzetten
translate	translateren
translate	vertalen
translation	overzetting
translation	translaat
translation	translatie
transliteration	transcriptie
transliteration	transkriptie
transliteration	transport
transmit, send	doen toekomen
transparant	doorzichtig
transparant	transparant
transport	overbrengen
transport	transporteren
Transvaal	Transvaal
transverse, abeam	dwars
transvestite	travestiet
Transylvania	Transsylvanië
trap	val
trap, snare	valstrik
travel	karren
traveller, traveler	reiziger
travesty	travestie
tray	dienblad
tray	presenteerblad
treacherous	trouweloos
treacherous	verraderlijk
treachery, betrayal	verraad
tread, step, pace	treden
treasure, sweetheart, darling	schat
treat, cure	cureren
treatise, treaty	verhandeling
treatment	behandeling
treaty	traktaat
treaty	verdrag
tree	boom
tremble, quiver, shiver	huiveren
tremble, shiver, quiver	bibberen
trench	loopgraaf
tressle, ass, workbench, donkey, easel	ezel
tressle, workbench, easel	schraag
Treves	Trier
trial	probeersel
triangle	driehoek
triangle	triangel
tribal	stam-
tribe, clan, stem, race, tree-trunk, trunk	stam
tribunal	balie
tribunal	gerechtsgebouw
tribunal, food	gerecht
tribute	cijns
tribute	schatting
trickery, subterfuge	kneep
trickery, subterfuge	kunstgreep
tricycle	driewieler
Trieste	Triëst
trifle	bagatel
trifle	beuzelarij
trifle	futiliteit
trigger	haan van een vuurwapen
trigonometry	driehoeksmeting
trigonometry	trigonometrie
trill	trillers maken
trillion	triljoen
trilogy	trilogie
trim, amputate, garnish	afzetten
Trinity	Drieëenheid
trip, journey, voyage, excursion, outing	trip
triple	driedubbel
triple	drievoudig
Tripoli	Tripoli
Triton	Triton
triumph	triomferen
triumph	zegepralen
triumph	zegevieren
Trojan	Trojaan
trolley	trolley
trolley, ring	beugel
trolleybus, trolley-bus	trolleybus
trombone	schuiftrompet
trombone	trombone
tropical	tropisch
tropics	keerkring
trot	draven
trot	dribbelen
trouble, difficulty	strubbeling
troublesome	hinderlijk
troublesome	storend
troublesome, painful	pijnlijk
trough, manger	drenkbak
trough, manger	krib
trough, manger	trog
trousers, pants	pantalon
trout	forel
Troy	Troje
truck, lorry	truck
truculent	militant
truculent	strijdlustig
truculent	vechtlustig
true	gegrond
true	gelijk hebbend
truly, genuinely, really	wezenlijk
trump	troef
trumpet	de trompet steken
trumpet	toeten
trumpet	toeteren
trust	fiducie hebben in
trustworthy, reliable	betrouwbaar
truth	waarachtigheid
truth	waarheid
try	zich inspannen
Tsonga	Tsonga
Tsonga	Tsonga-taal
Tswana	Tswana
Tswana	Tswana-taal
tub, vat	teil
tub, vessel, manger, trough, container, vat, ferry	bak
tube	binnenband
tube, tyre	luchtband
tuberculosis, consumption	longtering
tuberculosis, consumption	tering
tuberculosis, consumption	tuberculose
Tuesday	dinsdag
tuft	bosje
tuft	kuifje
tuft	pluk
tuft, hooter	kuif
tug, pull	rukken
tugboat	sleepboot
tulip	tulp
tumour, tumor	gezwel
tumour, tumor	tumor
tumult, riot	rel
tuna-fish, tunny, tuna	tonijn
tune	in een stemming brengen
tuneful	melodieus
tuneful	melodisch
tuneful	zangerig
tunic	tuniek
Tunis	Tunis
Tunisia	Tunesië
Tunisian	Tunesiër
tunnel	tunnel
Turin	Turijn
Turk	Turk
turkey	kalkoen
Turkey	Turkije
Turkish	Turks
Turkoman	Turkmeen
turn, alter, change	anders maken
turn, alter, change	veranderen
turnip	knol
turnip	knolraap
turnip	koolzaad
turnip	raap
turnover	omzet
turnpike, motorway	autosnelweg
Tuscany	Toscane
tutor, coach	onderwijzen
twelve	twaalf
twenty	twintig
twenty-one	eenentwintig
twice	twee keer
twice	tweemaal
twich, tic	tic
twich, tic	tijk
twig	rijs
twig	twijg
twilight, dusk	halfdonker
twilight, dusk	schemer
twilight, dusk	schemerdonker
twin	tweeling-
twins	tweeling
twist, meander	kronkelen
two	twee
two	twee
type	drukletter
typewriter	schrijfmachine
typhoon	tyfoon
typhus	tyfus
typist	typiste
tyrannize	ringeloren
tyrannize	tiranniseren
tyrant	geweldenaar
tyrant	tiran
tyrant, despot	dwingeland
tyre	pneumatiek
udder	pram
udder	uier
Uganda	Oeganda
Ugandan	Oegandees
ugly	lelijk
Ukraine	Oekraïne
Ukrainian	Oekraïens
ulcer, sore	zweer
ultimately, finally	per saldo
ultimately, finally	ten slotte
ultimatum	ultimatum
Ulysses	Odysseus
umbrella	paraplu
umpire, arbiter, arbitrator, referee	scheidsrechter
unabbreviated	onverkort
unanimous	eenparig
unanimous	eensgezind
unarmed	ongewapend
uncharted	niet in kaart gebracht
uncle	oom
unclean, dirty, soiled, filthy	onrein
unclean, soiled, filthy, dirty	morsig
unconscious	bewusteloos
unconscious	buiten kennis
uncooked	ongekookt
uncouple	afkoppelen
uncouple	ontkoppelen
underestimate	onderschatten
underestimate	onderwaarderen
undergarment	onderkleding
underhand	achterbaks
underhand	stiekem
underhanded	onoprecht
underhanded, contrived	slinks
underline	onderstrepen
undermine, subvert	ondergraven
underneath, beneath, for, below, whilst, between	onder
underpants, drawers, panties	onderbroek
understand, realize, contain, include, realise	bevatten
understandable	begrijpelijk
undertake	ondernemen
underwater	onderwater-
undoubtedly	ongetwijfeld
undoubtedly, certainly	bepaald
undress, négligé	ochtendjas
undulate	golven
unemployed	werkeloos
unemployed	werkloos
unemployment	werkeloosheid
